1740578673004,mouse_move,,,673,842
1740578673011,mouse_move,,,673,842
1740578673018,mouse_move,,,673,841
1740578673025,mouse_move,,,673,841
1740578673032,mouse_move,,,673,840
1740578673039,mouse_move,,,673,839
1740578673046,mouse_move,,,673,837
1740578673053,mouse_move,,,673,835
1740578673060,mouse_move,,,673,832
1740578673067,mouse_move,,,673,828
1740578673076,mouse_move,,,673,823
1740578673081,mouse_move,,,673,817
1740578673088,mouse_move,,,673,811
1740578673095,mouse_move,,,673,805
1740578673102,mouse_move,,,674,800
1740578673110,mouse_move,,,676,795
1740578673116,mouse_move,,,678,791
1740578673123,mouse_move,,,681,787
1740578673130,mouse_move,,,684,782
1740578673137,mouse_move,,,688,777
1740578673145,mouse_move,,,692,772
1740578673151,mouse_move,,,697,766
1740578673158,mouse_move,,,704,759
1740578673165,mouse_move,,,711,751
1740578673172,mouse_move,,,720,742
1740578673180,mouse_move,,,730,733
1740578673187,mouse_move,,,740,723
1740578673193,mouse_move,,,749,714
1740578673200,mouse_move,,,758,706
1740578673207,mouse_move,,,767,698
1740578673215,mouse_move,,,775,690
1740578673221,mouse_move,,,783,683
1740578673228,mouse_move,,,791,677
1740578673236,mouse_move,,,798,671
1740578673243,mouse_move,,,804,666
1740578673250,mouse_move,,,810,662
1740578673256,mouse_move,,,816,657
1740578673263,mouse_move,,,822,652
1740578673270,mouse_move,,,828,648
1740578673278,mouse_move,,,833,644
1740578673285,mouse_move,,,838,641
1740578673292,mouse_move,,,843,637
1740578673298,mouse_move,,,847,635
1740578673306,mouse_move,,,851,632
1740578673313,mouse_move,,,854,629
1740578673319,mouse_move,,,857,627
1740578673326,mouse_move,,,860,624
1740578673334,mouse_move,,,863,622
1740578673342,mouse_move,,,866,620
1740578673348,mouse_move,,,870,617
1740578673355,mouse_move,,,874,614
1740578673362,mouse_move,,,879,611
1740578673369,mouse_move,,,884,607
1740578673378,mouse_move,,,891,603
1740578673383,mouse_move,,,897,599
1740578673390,mouse_move,,,903,594
1740578673397,mouse_move,,,910,589
1740578673404,mouse_move,,,917,584
1740578673413,mouse_move,,,923,579
1740578673418,mouse_move,,,929,574
1740578673425,mouse_move,,,935,569
1740578673432,mouse_move,,,942,563
1740578673439,mouse_move,,,948,557
1740578673447,mouse_move,,,955,551
1740578673453,mouse_move,,,962,546
1740578673461,mouse_move,,,968,540
1740578673467,mouse_move,,,974,536
1740578673476,mouse_move,,,980,531
1740578673481,mouse_move,,,984,527
1740578673488,mouse_move,,,988,524
1740578673495,mouse_move,,,992,522
1740578673502,mouse_move,,,996,519
1740578673509,mouse_move,,,998,517
1740578673516,mouse_move,,,1001,516
1740578673523,mouse_move,,,1002,514
1740578673530,mouse_move,,,1004,513
1740578673537,mouse_move,,,1006,512
1740578673544,mouse_move,,,1008,511
1740578673551,mouse_move,,,1011,509
1740578673559,mouse_move,,,1013,508
1740578673565,mouse_move,,,1016,506
1740578673573,mouse_move,,,1019,504
1740578673579,mouse_move,,,1023,502
1740578673586,mouse_move,,,1026,500
1740578673593,mouse_move,,,1029,498
1740578673601,mouse_move,,,1032,496
1740578673608,mouse_move,,,1035,494
1740578673614,mouse_move,,,1038,492
1740578673622,mouse_move,,,1042,490
1740578673628,mouse_move,,,1045,488
1740578673636,mouse_move,,,1049,485
1740578673643,mouse_move,,,1053,482
1740578673650,mouse_move,,,1057,479
1740578673657,mouse_move,,,1062,476
1740578673664,mouse_move,,,1066,473
1740578673671,mouse_move,,,1070,470
1740578673678,mouse_move,,,1074,467
1740578673684,mouse_move,,,1078,465
1740578673691,mouse_move,,,1080,463
1740578673699,mouse_move,,,1082,461
1740578673706,mouse_move,,,1084,460
1740578673714,mouse_move,,,1085,459
1740578673721,mouse_move,,,1086,458
1740578673728,mouse_move,,,1087,458
1740578673735,mouse_move,,,1087,457
1740578673742,mouse_move,,,1088,457
1740578673749,mouse_move,,,1088,457
1740578674128,mouse_move,,,1088,455
1740578674135,mouse_move,,,1090,451
1740578674142,mouse_move,,,1098,441
1740578674149,mouse_move,,,1114,426
1740578674156,mouse_move,,,1137,404
1740578674163,mouse_move,,,1162,379
1740578674170,mouse_move,,,1187,356
1740578674177,mouse_move,,,1213,333
1740578674184,mouse_move,,,1238,312
1740578674192,mouse_move,,,1262,292
1740578674199,mouse_move,,,1287,272
1740578674206,mouse_move,,,1311,253
1740578674213,mouse_move,,,1335,235
1740578674220,mouse_move,,,1360,218
1740578674227,mouse_move,,,1384,203
1740578674234,mouse_move,,,1408,188
1740578674242,mouse_move,,,1431,174
1740578674248,mouse_move,,,1455,160
1740578674255,mouse_move,,,1478,146
1740578674262,mouse_move,,,1501,134
1740578674270,mouse_move,,,1523,122
1740578674277,mouse_move,,,1543,111
1740578674283,mouse_move,,,1559,101
1740578674290,mouse_move,,,1574,92
1740578674297,mouse_move,,,1587,85
1740578674304,mouse_move,,,1600,78
1740578674313,mouse_move,,,1610,73
